name,hp,atk,def,spatk,spdef,spd,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/typ1.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/  typ2.png,,
Machop,344,284,218,185,185,185,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/machop.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/machop.jpg
Machoke,364,328,262,218,240,207,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/machoke.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/machoke.jpg
Machamp,384,394,284,251,295,229,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/machamp.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/machamp.jpg
Bellsprout,304,273,185,262,174,196,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Poison.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/bellsprout.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/bellsprout.jpg
Weepinbell,334,306,218,295,207,229,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Poison.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/weepinbell.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/weepinbell.jpg
Victreebel,364,339,251,328,262,262,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Poison.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/victreebel.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/victreebel.jpg
Tentacool,284,196,185,218,328,262,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Poison.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/tentacool.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/tentacool.jpg
Tentacruel,364,262,251,284,372,328,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Poison.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/tentacruel.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/tentacruel.jpg
Geodude,284,284,328,174,174,152,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Rock.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/geodude.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/geodude.jpg
Graveler,314,317,361,207,207,185,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Rock.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/graveler.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/graveler.jpg
Golem,364,372,394,229,251,207,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Rock.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/golem.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/golem.jpg
Ponyta,304,295,229,251,251,306,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/ponyta.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/ponyta.jpg
Ponyta G,304,295,229,251,251,306,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/ponyta-galarian.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/ponyta-galarian.jpg
Rapidash,334,328,262,284,284,339,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/rapidash.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/rapidash.jpg
Rapidash G,334,328,262,284,284,339,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fairy.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/rapidash-galar.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/rapidash-galar.jpg
Slowpoke,384,251,251,196,196,141,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/slowpoke.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/slowpoke.jpg
Slowbro,394,273,350,328,284,174,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/slowbro.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/slowbro.jpg
Magnemite,254,185,262,317,229,207,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Electric.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Steel.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/magnemite.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/magnemite.jpg
Magneton,304,240,317,372,262,262,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Electric.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Steel.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/magneton.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/magneton.jpg
Farfetch'd,308,306,229,236,245,240,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/farfetch'd.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/farfetch'd.jpg
Doduo,274,295,207,185,185,273,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/doduo.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/doduo.jpg
Dodrio,324,350,262,240,240,350,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/dodrio.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/dodrio.jpg
Seel,334,207,229,207,262,207,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/seel.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/seel.jpg
Dewgong,384,262,284,262,317,262,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ice.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/dewgong.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/dewgong.jpg
Grimer,364,284,218,196,218,163,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Poison.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Poison.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/grimer.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/grimer.jpg
Muk,414,339,273,251,328,218,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Poison.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Poison.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/muk.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/muk.jpg
Shellder,264,251,328,207,163,196,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/shellder.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/shellder.jpg
Cloyster,304,317,504,295,207,262,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ice.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/cloyster.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/cloyster.jpg
Gastly,264,185,174,328,185,284,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ghost.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Poison.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/gastly.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/gastly.jpg
Haunter,294,218,207,361,229,317,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ghost.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Poison.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/haunter.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/haunter.jpg
Gengar,324,251,240,394,273,350,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ghost.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Poison.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/gengar.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/gengar.jpg
Onix,274,207,460,174,207,262,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Rock.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/onix.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/onix.jpg
Drowzee,324,214,207,203,306,201,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/drowzee.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/drowzee.jpg
Hypno,374,269,262,269,361,256,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/hypno.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/hypno.jpg
Krabby,264,339,306,163,163,218,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/krabby.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/krabby.jpg
Kingler,314,394,361,218,218,273,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/kingler.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/kingler.jpg
Voltorb,284,174,218,229,229,328,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Electric.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Electric.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/voltorb.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/voltorb.jpg
Electrode,324,218,262,284,284,438,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Electric.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Electric.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/electrode.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/electrode.jpg
Exeggcute,324,196,284,240,207,196,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/exeggcute.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/exeggcute.jpg
Exeggutor,394,317,295,383,273,229,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/exeggutor.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/exeggutor.jpg
Cubone,304,218,317,196,218,185,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/cubone.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/cubone.jpg
Marowak,324,284,350,218,284,207,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/marowak.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/marowak.jpg
Hitmonlee,304,372,225,185,350,300,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/hitmonlee.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/hitmonlee.jpg
Hitmonchan,304,339,282,185,350,276,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/hitmonchan.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/hitmonchan.jpg
Lickitung,384,229,273,240,273,174,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/lickitung.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/lickitung.jpg
Koffing,284,251,317,240,207,185,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Poison.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Poison.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/koffing.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/koffing.jpg
Weezing,334,306,372,295,262,240,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Poison.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Poison.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/weezing.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/weezing.jpg
